Year,Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,No High School,957,657,3668,0,730,3845,1491,6395,1501,8648,1454,11120,942,13535,1014,15882,601,18632,751,20759,359,23633,357,25749,181,28455,285,30691,91,33473,168,35754,58,38718,145,40547,69,43602,49,46068,29,48380,60,50418,14,53533,27,55777,25,58728,37,60651,5,63561,18,65773,13,68974,3,70769,4,73638,3,75000,3,78754,0,82000,0,84222,2,86578,2,88000,2,90000,5,93439,6,95576,1,99911,24,176993
2004,Some High School,4320,846,9838,0,2049,3590,2665,6245,1924,8623,1971,11125,1401,13595,1385,15886,860,18547,1117,20853,612,23614,735,25725,347,28655,591,30843,194,33628,372,35594,132,38598,262,40699,89,43777,136,46060,85,48374,157,50562,38,53747,85,55881,23,58457,111,60619,19,63509,44,65422,19,68377,40,70589,16,73904,20,75719,16,78351,22,80372,15,83190,6,85633,6,88645,5,91090,3,92972,7,95514,6,99527,75,175847
2004,High School Grad,3681,460,6043,0,2494,3763,4227,6289,3983,8673,4775,11167,3786,13642,4467,15973,3053,18582,4324,20915,2663,23683,3491,25800,1995,28570,3373,30813,1459,33623,2433,35806,1206,38557,2142,40764,798,43606,1269,45814,636,48471,1347,50670,478,53670,619,55759,362,58652,758,60694,321,63681,412,65619,229,68493,375,70773,139,73512,240,75562,146,78446,244,80736,98,83558,137,85725,69,88546,114,90784,68,93721,103,95877,46,98779,842,170924
2004,Some College,2724,595,3085,0,1939,3626,2410,6182,2139,8685,2557,11082,1747,13652,2099,16003,1711,18573,2193,20950,1399,23691,1903,25870,1096,28596,2064,30861,861,33571,1373,35792,843,38540,1370,40782,616,43603,804,45800,580,48553,928,50774,307,53589,519,55932,301,58487,582,60771,269,63582,393,65831,203,68592,365,70904,132,73629,295,75768,126,78521,250,80660,82,83779,134,85953,67,88493,132,90883,45,93627,110,96062,45,98673,928,163537
2004,AA Degree,771,302,722,0,436,3633,596,6183,637,8672,846,11126,622,13658,751,15990,676,18574,911,20892,646,23707,909,25860,585,28627,1018,30801,519,33657,856,35800,396,38500,736,40773,270,43605,485,45825,338,48600,553,50785,213,53688,368,55847,181,58570,395,60712,134,63726,256,65708,119,68382,228,70825,117,73695,172,75852,101,78537,118,80701,63,83557,66,85687,68,88785,75,90836,30,93907,50,95959,19,98325,500,150769
2004,Bachelor's Degree,1818,137,1489,0,801,3632,915,6127,939,8574,1173,11028,827,13649,1116,15991,843,18600,1285,20914,925,23740,1416,25846,828,28557,1737,30803,849,33714,1553,35791,842,38576,1690,40843,725,43618,1147,45780,669,48575,1262,50741,507,53615,854,55803,438,58614,1013,60684,437,63609,669,65798,289,68621,669,70826,295,73654,566,75745,278,78587,494,80715,214,83781,388,85829,195,88656,414,90787,170,93759,229,95874,158,98561,3393,164465
2004,Master's Degree,497,587,326,0,202,3587,261,6318,221,8562,263,11050,192,13712,263,15902,237,18659,267,20991,207,23826,299,25916,222,28680,430,30842,264,33775,383,35873,306,38650,632,40892,247,43622,401,45870,311,48564,613,50742,224,53762,346,55865,188,58756,399,60747,212,63668,302,65832,192,68552,327,70900,193,73593,326,75803,142,78598,265,80780,113,83721,168,85774,99,88748,184,90807,80,93458,126,95703,89,98716,1910,173071
2004,Professional Degree,109,446,69,0,30,3779,46,5998,33,8508,49,11038,59,13516,61,16007,42,18587,54,20672,47,23810,68,26060,25,28821,58,30680,28,33619,77,36004,29,38304,90,40995,36,43746,48,46144,45,48633,98,50680,29,53625,55,55678,31,58635,39,60967,28,63638,36,65710,21,68512,53,70765,28,73780,79,75472,27,78547,79,80557,22,83455,30,85816,19,88772,36,90784,20,93788,32,95910,12,98373,1070,215753
2004,Doctorate,44,386,41,0,20,3877,30,6327,16,8914,36,10762,22,13802,35,16415,23,18734,29,20810,18,23859,39,25801,41,28633,44,30753,25,33614,67,36008,42,38757,50,40919,31,43704,58,45793,61,48852,77,50648,33,53740,49,55831,57,58822,65,60714,16,63728,64,65872,29,68582,40,70941,30,73468,68,75882,43,78513,79,80673,30,83800,36,86081,34,88498,41,90862,15,93647,48,95769,39,98515,691,184133
2006,No High School,764,874,3797,0,537,3795,1187,6413,1299,8679,1310,11054,916,13625,928,15860,596,18469,759,20762,342,23677,422,25761,202,28527,332,30599,117,33673,179,35662,75,38457,126,40621,34,43486,78,45649,46,48504,78,50398,14,53597,17,55602,14,58400,32,60559,11,63659,20,65603,9,68446,18,70684,5,73490,21,75355,3,78183,8,80407,4,83391,6,86334,.,.,7,91215,5,93402,3,96297,0,99999,48,159071
2006,Some High School,3837,887,10518,0,1972,3564,2277,6268,1872,8636,1972,11087,1312,13616,1463,15934,1005,18516,1217,20812,603,23681,758,25794,379,28591,667,30574,256,33627,402,35805,157,38516,385,40679,91,43648,167,45651,88,48492,241,50665,49,53661,78,55587,43,58529,112,60494,39,63552,53,65831,11,68343,45,70389,21,73174,37,75716,15,78956,25,80658,8,83598,16,85658,11,88618,20,90863,10,93986,11,96106,10,98907,147,178284
2006,High School Grad,2980,689,6457,0,1970,3687,3729,6325,3707,8623,4680,11113,3500,13663,4573,15917,3235,18546,4446,20862,2559,23656,3599,25788,2027,28596,3722,30738,1471,33608,2451,35686,1186,38501,2339,40634,846,43565,1388,45759,685,48489,1644,50670,509,53615,732,55774,354,58543,939,60612,272,63656,543,65727,260,68635,492,70744,191,73589,351,75683,165,78626,306,80783,145,83717,145,85869,84,88776,166,90833,78,93810,84,96053,89,98673,1167,159140
2006,Some College,2229,762,3530,0,1755,3659,2178,6171,1964,8647,2641,11128,1737,13663,2130,15913,1519,18584,2272,20886,1344,23677,2051,25829,1086,28546,2014,30815,855,33640,1586,35762,802,38489,1421,40763,576,43536,924,45754,537,48534,1120,50764,396,53642,547,55772,297,58639,757,60678,222,63627,444,65686,194,68580,392,70843,159,73545,325,75578,119,78782,265,80558,107,83531,176,85831,87,88664,176,90797,84,93556,88,95927,92,98716,1236,149024
2006,AA Degree,788,639,892,0,346,3602,593,6212,630,8625,813,11137,595,13608,850,15985,603,18653,862,20922,586,23705,970,25817,601,28479,983,30804,470,33673,779,35763,425,38598,816,40768,315,43565,506,45787,290,48526,636,50728,257,53575,351,55826,201,58628,500,60650,173,63550,292,65718,141,68632,258,70950,80,73492,178,75770,77,78615,194,80555,88,83496,114,85841,44,88702,112,90827,46,93680,59,96099,28,98595,703,150095
2006,Bachelor's Degree,1687,542,1803,0,674,3553,845,6169,791,8630,1253,11134,836,13648,1126,15945,763,18523,1210,20830,844,23704,1297,25874,759,28564,1823,30836,909,33584,1624,35718,811,38546,1679,40766,697,43565,1255,45813,696,48514,1674,50694,555,53614,874,55794,457,58615,1173,60732,478,63595,789,65747,333,68606,826,70835,360,73666,682,75636,320,78580,666,80680,257,83637,397,85890,188,88584,441,90877,226,93538,286,95803,160,98764,4415,172089
2006,Master's Degree,440,482,389,0,156,3611,158,6160,183,8609,271,11131,192,13745,250,15975,230,18532,327,21082,207,23710,268,25923,214,28617,414,30973,251,33746,445,35847,248,38591,599,40939,277,43580,470,45759,302,48539,552,50833,302,53643,411,55933,208,58539,546,60773,207,63490,337,65802,181,68502,375,70811,172,73580,285,75651,160,78683,270,80623,99,83607,220,85956,93,88731,173,90759,125,93451,146,96053,75,98707,2527,172554
2006,Professional Degree,62,457,89,0,34,3434,26,6276,35,8615,36,11102,39,13690,65,15985,38,18336,62,20824,32,23580,44,25980,28,28425,65,30792,23,33986,54,35951,22,38662,94,40684,12,43549,82,45716,60,48414,92,50672,41,53914,70,55864,45,58435,63,60543,34,63430,37,65716,11,68512,86,70805,27,73805,61,75793,10,78492,64,80775,18,83440,30,86010,19,88445,57,90802,22,93324,29,96056,32,98728,1261,218087
2006,Doctorate,37,742,55,0,23,3456,36,6517,23,8580,24,11491,21,13239,45,15944,18,18553,24,21191,33,23249,35,25846,23,28612,39,30749,25,33759,46,35804,18,38478,84,40936,38,43684,52,45948,27,48655,94,50725,36,53841,53,56109,25,58428,104,60763,28,63561,26,65799,24,68371,46,70785,24,73761,78,75595,50,78391,47,80699,22,83440,36,85580,21,88693,51,90882,14,93584,36,96240,27,98651,927,191580
2008,No High School,869,759,3449,0,501,3773,965,6362,1332,8653,1319,11133,851,13658,879,15887,519,18535,700,20739,284,23654,315,25794,192,28499,357,30624,139,33691,169,35550,82,38569,135,40680,48,43687,64,46076,25,48631,104,50557,26,53850,40,55697,7,58167,32,60397,7,63602,8,65521,5,68469,22,70507,5,73011,7,75605,4,79484,12,80899,1,83404,9,85914,4,89235,9,90762,6,94374,4,97000,.,.,52,165570
2008,Some High School,3486,828,11112,0,1751,3582,1949,6142,2053,8588,1813,11107,1136,13646,1397,15902,823,18534,1048,20862,561,23734,683,25912,419,28527,647,30767,239,33598,336,35653,181,38504,326,40774,93,43532,163,45725,72,48548,189,50391,73,53610,73,55545,36,58473,96,60684,34,63528,45,66172,28,68561,42,70394,26,73718,41,75314,19,78856,21,80574,23,83728,22,85865,11,88629,19,90824,5,93686,11,95960,6,99175,124,178358
2008,High School Grad,2909,698,6850,0,2025,3700,3225,6252,4266,8620,4552,11144,3614,13640,4231,15966,3017,18566,4200,20888,2643,23678,3485,25803,2105,28511,3547,30748,1426,33662,2752,35762,1276,38579,2356,40682,826,43639,1296,45667,732,48510,1742,50687,515,53534,697,55643,394,58481,1019,60612,277,63612,511,65690,230,68360,510,70757,216,73701,386,75630,168,78714,291,80640,96,83418,154,85907,95,88637,167,90582,74,93687,124,95916,39,98580,1219,158938
2008,Some College,2534,819,3592,0,1775,3668,2152,6122,2175,8618,2752,11109,1766,13636,2196,15998,1514,18587,2287,20887,1411,23637,2061,25812,1253,28540,2075,30802,977,33688,1637,35799,822,38580,1457,40806,556,43605,1017,45718,542,48584,1240,50672,451,53643,602,55733,308,58638,715,60719,314,63568,445,65713,222,68495,500,70802,162,73621,316,75709,195,78603,324,80645,113,83686,166,85551,115,88558,180,90855,48,93421,112,95772,82,98549,1201,157275
2008,AA Degree,746,652,957,0,462,3578,540,6251,601,8703,903,11018,573,13653,796,15993,620,18540,916,20816,646,23636,868,25810,600,28505,1071,30764,463,33581,949,35694,457,38560,879,40723,302,43635,606,45715,339,48520,758,50654,264,53675,374,55842,227,58691,562,60689,201,63603,325,65615,131,68416,296,70828,140,73691,226,75784,100,78588,265,80681,65,83874,139,85620,52,88475,130,90852,37,93451,69,96005,60,98697,605,149781
2008,Bachelor's Degree,1791,335,1779,0,639,3717,876,6082,794,8691,1155,11210,872,13726,1158,15917,932,18600,1363,20850,865,23687,1330,25783,828,28559,1614,30821,773,33654,1551,35728,842,38583,1653,40800,704,43548,1346,45764,713,48480,1635,50658,655,53633,967,55706,510,58559,1199,60564,505,63644,827,65690,454,68491,919,70845,309,73624,719,75642,321,78508,725,80726,259,83604,410,85797,244,88529,527,90748,207,93569,295,95874,168,98691,4856,166851
2008,Master's Degree,478,408,442,0,217,3619,208,6131,220,8731,307,11089,224,13664,287,16036,238,18427,280,20960,279,23771,325,25904,256,28619,374,30939,274,33678,418,35946,275,38725,521,40834,273,43584,467,45835,310,48580,669,50864,319,53599,467,55870,222,58645,536,60710,251,63718,346,65828,201,68580,411,70702,206,73589,339,75680,170,78629,377,80651,171,83455,229,85795,108,88411,300,90744,113,93700,149,95947,103,98722,2904,162709
2008,Professional Degree,78,865,82,0,15,3359,40,5853,23,8571,43,11300,42,13790,57,15954,53,18621,76,20828,44,23824,36,25807,24,28327,57,30793,31,33704,41,35819,29,39131,83,40773,41,43673,61,45732,53,48370,105,50510,48,53697,66,55724,26,58729,68,60731,28,63743,31,65799,45,68483,76,70727,17,73444,81,75789,26,78605,48,80809,30,83587,29,85739,18,88861,36,90615,33,93682,37,95816,31,98598,1346,220728
2008,Doctorate,56,963,50,0,23,3398,25,5717,33,8756,29,10940,30,13761,47,15669,26,18632,45,20952,39,23819,29,25852,30,28586,39,31178,20,33495,52,35814,38,38361,74,40835,26,43521,47,45712,34,48624,88,50784,44,53455,52,55926,40,58838,75,60840,36,63456,59,65986,21,68575,63,70717,35,73542,62,75605,27,78236,61,80557,26,83670,47,85724,13,88893,62,90755,26,93574,30,95847,31,98622,934,186184
2010,No High School,661,592,3908,0,425,3692,886,6320,1403,8737,1290,11086,894,13631,859,15894,507,18516,548,20774,322,23648,370,25790,154,28536,229,30792,94,33729,179,35676,62,38535,99,40661,28,43690,78,45797,27,48684,57,50435,15,53743,29,55461,18,58871,47,60564,11,63295,19,65324,9,68574,25,70651,4,73808,9,75129,6,78894,12,80334,12,83510,2,85129,.,.,10,91155,.,.,5,95021,1,98609,50,191512
2010,Some High School,3319,753,12413,0,1444,3566,1484,6146,2043,8643,1697,11056,1086,13627,1350,16003,962,18565,947,20741,504,23636,586,25694,330,28574,568,30832,144,33403,325,35881,160,38427,223,40599,81,43387,155,45696,79,48475,171,50572,39,53675,66,55628,40,58524,71,60584,40,63645,32,65687,10,68203,44,70415,15,74062,24,75825,15,78645,37,80997,11,83596,2,85584,15,88358,19,90422,4,93583,6,95009,7,99259,126,188565
2010,High School Grad,2994,779,7930,0,2105,3650,3103,6286,4313,8665,4781,11129,3604,13625,4326,15987,3284,18614,4484,20818,2432,23619,3309,25827,2054,28537,3322,30762,1343,33633,2277,35710,1205,38568,2341,40753,824,43630,1374,45760,756,48486,1605,50695,563,53649,750,55727,375,58411,906,60578,292,63668,471,65700,227,68578,512,70684,179,73640,366,75623,150,78351,333,80557,134,83599,140,85596,69,88517,175,90593,80,93571,81,95837,65,98827,1176,155161
2010,Some College,2533,772,4491,0,1856,3595,2431,6066,2390,8651,2686,11172,1973,13680,2423,16000,1801,18598,2193,20896,1349,23644,1937,25811,1240,28486,1917,30844,877,33587,1485,35787,857,38553,1524,40748,585,43674,965,45776,551,48515,1149,50662,353,53622,621,55689,380,58526,658,60679,226,63588,326,65737,240,68543,413,70724,195,73564,267,75682,127,78686,326,80645,139,83626,203,85588,113,88500,191,90723,64,93506,107,95723,46,98619,1262,152457
2010,AA Degree,763,403,1188,0,450,3715,600,6073,768,8687,984,11153,750,13732,913,15985,676,18635,919,20871,643,23665,960,25843,594,28531,1111,30857,534,33618,896,35760,467,38493,929,40721,323,43678,647,45771,309,48502,776,50642,287,53600,395,55728,263,58549,526,60646,152,63478,295,65661,153,68476,359,70708,105,73679,235,75588,120,78545,184,80684,105,83445,139,85883,86,88611,125,90634,46,93570,65,95835,40,98913,775,140382
2010,Bachelor's Degree,1785,393,2349,0,741,3648,885,6066,1006,8675,1310,11080,907,13700,1241,15969,944,18617,1399,20890,908,23647,1247,25894,899,28525,1654,30809,828,33631,1577,35745,854,38548,1770,40741,691,43612,1337,45736,743,48550,1715,50714,571,53656,984,55819,498,58546,1335,60612,432,63626,827,65713,392,68560,936,70747,303,73527,654,75640,279,78632,684,80686,274,83509,486,85680,205,88691,571,90720,166,93543,280,95924,204,98562,5120,159036
2010,Master's Degree,566,249,522,0,169,3614,243,5976,227,8715,333,11109,288,13686,280,16119,234,18672,362,20875,259,23734,299,25961,278,28725,446,30790,246,33547,460,35874,326,38568,612,40761,290,43581,507,45695,320,48695,655,50775,295,53571,504,55895,239,58668,553,60699,265,63604,394,65754,215,68504,387,70898,182,73553,382,75755,253,78629,408,80729,153,83721,238,85785,91,88644,270,90870,101,93628,173,95824,117,98472,3115,161745
2010,Professional Degree,80,515,94,0,25,3807,37,6277,29,8618,33,11235,39,13430,49,16025,58,18777,53,20912,49,23598,53,25920,31,28742,64,30886,28,33640,61,35751,23,38675,55,40793,36,43270,67,45729,28,48545,99,50511,32,53357,50,55731,19,58546,86,60472,19,63485,44,65550,23,68460,64,70898,48,73433,52,75997,19,78114,63,80701,17,83469,51,85641,16,88537,56,90568,18,93973,36,95934,8,98389,1203,220051
2010,Doctorate,53,662,66,0,18,3665,15,6029,33,8473,57,11460,32,13722,58,16225,30,18809,33,20771,38,23897,47,25747,47,28869,45,30819,44,34038,47,36121,23,38835,78,41096,40,43537,57,45448,38,48578,97,50705,35,53740,73,55729,50,58479,74,60634,55,63514,72,65654,35,68661,72,70800,43,73469,77,75656,42,78396,76,80652,18,83627,40,85871,17,88827,46,90557,32,93714,46,96202,19,98828,1197,183021
2012,No High School,609,753,3701,0,447,3724,666,6200,1285,8785,1144,11116,712,13672,752,15883,531,18514,618,20809,345,23693,418,25645,189,28426,288,30712,68,33620,143,35723,74,38524,141,40779,33,43799,67,46020,29,48452,74,50479,20,53179,26,55707,11,58581,22,60689,17,63620,27,65527,8,69018,26,70536,5,73669,7,75605,4,78589,20,80766,.,.,8,85694,1,89000,4,90001,3,93260,0,95000,2,99523,49,177292
2012,Some High School,3070,837,12139,0,1473,3601,1482,6191,1849,8695,1779,11112,1041,13703,1263,15942,856,18524,921,20797,558,23681,635,25700,267,28441,491,30823,146,33571,353,35721,188,38612,306,40758,81,43447,139,45764,73,48497,153,50572,39,53321,95,55741,24,58959,84,60533,31,63461,38,65537,20,68540,43,70363,18,73098,35,75782,14,78364,18,80159,5,83831,21,85850,9,88536,15,90513,8,93332,12,95671,5,98534,95,197179
2012,High School Grad,2888,803,7942,0,1919,3680,2766,6208,4192,8746,4728,11120,3561,13661,4423,15963,3033,18605,4070,20859,2464,23651,3237,25765,1936,28538,3412,30716,1328,33629,2576,35760,1249,38515,2251,40732,847,43618,1397,45737,785,48584,1672,50637,479,53691,718,55724,418,58556,962,60578,280,63656,544,65609,309,68556,541,70653,175,73669,345,75646,140,78686,396,80506,138,83610,184,85822,104,88694,255,90536,60,93514,101,95721,62,98828,1307,171860
2012,Some College,2684,919,4721,0,1773,3595,2322,6020,2274,8682,2749,11124,1972,13613,2361,15937,1974,18557,2410,20915,1519,23676,1962,25827,1163,28513,2077,30794,859,33597,1471,35773,785,38539,1413,40793,526,43606,960,45661,616,48629,1068,50635,391,53532,565,55816,313,58502,776,60644,298,63584,499,65763,227,68548,481,70638,187,73658,359,75720,153,78576,356,80537,156,83599,156,85987,100,88626,188,90684,78,93373,111,95996,88,98743,1441,166936
2012,AA Degree,822,700,1346,0,480,3622,576,6108,720,8776,1068,11084,905,13607,1002,15929,786,18590,1114,20961,682,23634,1055,25802,647,28497,1146,30727,547,33658,845,35675,469,38562,963,40750,324,43701,724,45719,381,48529,768,50626,234,53554,440,55724,202,58478,597,60615,184,63599,416,65772,149,68660,367,70749,90,73702,234,75589,128,78474,235,80583,101,83641,136,85748,80,88518,146,90589,76,93378,87,95825,54,98508,890,144536
2012,Bachelor's Degree,1794,508,2425,0,719,3700,971,6112,909,8794,1294,11095,982,13608,1254,16023,978,18642,1475,20858,969,23626,1432,25777,953,28558,1707,30781,873,33647,1608,35847,815,38560,1755,40742,745,43628,1435,45691,742,48461,1788,50656,644,53663,1041,55757,523,58581,1379,60636,398,63536,871,65684,401,68583,1014,70668,363,73670,843,75644,328,78576,808,80687,284,83660,512,85760,248,88518,660,90654,234,93509,282,95875,206,98668,5740,163468
2012,Master's Degree,507,504,629,0,192,3600,289,6063,265,8704,336,11244,225,13788,385,16202,323,18824,354,21030,317,23743,418,25877,269,28628,463,31017,290,33600,449,35925,314,38556,528,40866,341,43671,539,45800,339,48511,680,50733,326,53560,481,55869,210,58660,579,60761,288,63525,409,65768,230,68471,538,70810,199,73672,350,75671,156,78485,405,80684,187,83560,270,85792,148,88593,336,90776,149,93490,166,95824,121,98590,3589,167602
2012,Professional Degree,89,206,93,0,29,3421,28,6199,36,8842,53,11410,39,13761,52,16036,21,18861,43,21068,37,23621,55,25858,21,28386,70,31086,29,33906,48,36094,19,38760,46,40474,24,43639,49,45601,38,48799,94,50676,25,53605,47,55660,19,58998,66,60756,40,63639,53,66048,29,68706,76,70789,45,73644,59,75609,14,78719,80,80602,27,83513,49,85771,17,88553,40,90563,13,93982,23,96175,32,98510,1307,233044
2012,Doctorate,76,-806,110,0,25,3829,47,6100,33,8928,36,11375,38,13291,53,15824,44,18555,68,20959,47,23655,76,26127,28,28840,46,31043,35,33593,38,36010,16,38645,83,40801,44,43579,62,45736,43,48773,95,50727,29,53305,74,55894,47,58690,101,60786,35,63458,84,65767,37,68359,102,70556,23,73345,70,75789,27,78674,90,80743,18,83521,54,86051,33,88338,77,90696,28,93310,56,95936,22,98764,1333,198391
